,P1,P2
2449,P16109,P13726
2450,P16109,P05106
2451,P29074,Q12879
2452,P98164,P06858
2453,P98164,P02768
2454,P98164,O60494
2455,P98164,P34741
2456,P98164,P04278
2457,P98164,P00747
2458,O95342,Q96RI1
2459,P98164,P98160
2460,P98164,Q9BXJ7
2461,P35968,P09038
2462,P35968,Q14289
2463,P35968,P29474
2464,P35968,P49765
2465,P35968,P49763
2466,P35968,P42338
2467,P35968,P21453
2468,P35968,O95750
2469,P35968,P15692
2470,P35968,P63000
2471,P35968,P05106
2472,P35968,O60674
2473,P35968,P18031
2474,P35968,P35222
2475,P35968,P06241
2476,P35968,P05230
2477,P35968,P01133
2478,P35968,P27986
2479,P35968,P07900
2480,P35968,P33151
2481,P35968,P12931
2482,P35968,P23458
2483,P35968,P17948
2484,P35968,Q15759
2485,P35968,O00329
2486,P35968,P42336
2487,P35968,P02751
2488,P35968,P84077
2489,P35968,P98160
2490,P28908,Q9UM73
2491,P35968,O14786
2492,P42336,P10912
2493,P42336,P12319
2494,P42336,P40238
2495,P42336,P18031
2496,P42336,P49763
2497,P42336,P42081
2498,P42336,P42338
2499,P42336,P08581
2500,P42336,P63000
2501,P42336,P07948
2502,P42336,P05106
2503,P42336,P15692
2504,P42336,P15391
2505,P42336,P21453
2506,P42336,P07949
2507,P42336,P54760
2508,P42336,Q06187
2509,P42336,P01138
2510,P42336,Q05655
2511,P42336,Q16739
2512,P42336,P07900
2513,P42336,P50052
2514,P42336,P11274
2515,P42336,P10275
2516,P42336,P15509
2517,P42336,P01133
2518,P42336,Q02763
2519,P42336,Q05513
2520,P42336,Q9UM73
2521,P42336,P27986
2522,P42336,P06241
2523,P42336,O60674
2524,P42336,P29597
2525,P42336,P22607
2526,P42336,Q15303
2527,P42336,P52333
2528,P42336,P00533
2529,P42336,Q04206
2530,P42336,P04637
2531,P42336,P61073
2532,P42336,P21802
2533,P42336,P10827
2534,P42336,P16220
2535,P42336,P35222
2536,P42336,P10828
2537,P42336,P42345
2538,P42336,Q14457
2539,P42336,P01589
2540,P42336,P03372
2541,P42336,O00329
2542,P42336,P17405
2543,P42336,Q01362
2544,P42336,P34741
2545,P42336,P10721
2546,P42336,O15530
2547,P42336,P06401
2548,P42336,P04629
2549,P42336,O75015
2550,P42336,Q08881
2551,P42336,P32927
2552,P42336,P23458
2553,P42336,P31749
2554,P42336,P11362
2555,P42336,P04626
2556,P42336,P06729
2557,P42336,P12931
2558,P42336,P31785
2559,P42336,P08700
2560,P42336,P04234
2561,P42336,P17948
2562,P42336,P06239
2563,P42336,P04229
2564,P42336,P06213
2565,P42336,P33681
2566,P42336,P26951
2567,P42336,Q02750
2568,P42336,P08069
2569,P42336,O00206
2570,P42336,P84077
2571,P42336,P08637
2572,P42336,P29317
2573,P42336,P14778
2574,P42336,P01106
2575,P19634,P00533
2576,P19634,O60674
2577,P19634,P01133
2578,P19634,P05362
2579,P19634,P00918
2580,P19634,P05771
2581,P19634,P05023
2582,P19634,P0DP23
2583,P19634,Q02156
2584,P15336,Q04206
2585,P19634,P25101
2586,P19634,P17252
2587,P19634,Q15759
2588,P15336,P04637
2589,P15336,P16220
2590,P15336,P45983
2591,P15336,P05412
2592,P15336,P16860
2593,P15336,P45984
2594,P15336,P18848
2595,P15336,P06400
2596,P15336,Q8WYK2
2597,P15336,P01100
2598,P15336,P53779
2599,P15336,Q15759
2600,P15336,P17252
2601,P15336,P09429
2602,P15336,P03372
2603,P14868,P41250
2604,P14868,Q6PI48
2605,P14543,P08246
2606,P14543,P02751
2607,P14543,P39900
2608,P14543,P98160
2609,P14543,P14780
2610,Q06203,P27708
2611,Q06203,P15104
2612,Q06203,P22234
2613,Q06203,P30520
2614,Q9H8P0,P05093
2615,Q06203,P22102
2616,Q9H8P0,P08686
2617,Q9H8P0,P42330
2618,Q9H8P0,O14756
2619,Q9H8P0,P19099
2620,Q9H8P0,P15538
2621,Q9H8P0,Q04828
2622,Q9H8P0,P31213
2623,Q9H8P0,P52895
2624,Q9H8P0,P18405
2625,Q9H8P0,P11511
2626,Q9H8P0,P14060
2627,Q9H8P0,P26439
2628,P33681,P05231
2629,P33681,P13612
2630,P33681,P14778
2631,P33681,P27986
2632,P33681,Q9NYK1
2633,P33681,P20701
2634,P33681,P04229
2635,P33681,P05362
2636,P33681,P04234
2637,P33681,P26010
2638,P33681,P31749
2639,P33681,P06239
2640,P33681,Q9NZQ7
2641,P33681,P15391
2642,P33681,P16410
2643,P33681,Q08881
2644,P33681,Q15116
2645,P33681,P01375
2646,P33681,P05106
2647,P33681,P42081
2648,P48169,P34903
2649,P48169,Q16445
2650,P48169,P47869
2651,P48169,P31644
2652,P48169,P14867
2653,P06276,P02768
2654,P14410,P27487
2655,P14410,Q8TET4
2656,P14410,P31639
2657,P14410,P10253
2658,P14410,P04746
2659,P14410,O43451
2660,P48167,O75311
2661,P09038,P98160
2662,P09038,P01189
2663,P09038,O14786
2664,P09038,Q16552
2665,P09038,P05231
2666,P09038,P08069
2667,P09038,P22455
2668,P09038,P10721
2669,P09038,P02751
2670,P09038,P34741
2671,P09038,P17948
2672,P09038,P11362
2673,P09038,P04626
2674,P09038,P04271
2675,P09038,P02768
2676,P09038,P04629
2677,P09038,Q02763
2678,P09038,P01133
2679,P09038,P05230
2680,P09038,P14780
2681,P09038,P21802
2682,P09038,P15692
2683,P09038,P05106
2684,P09038,P22607
2685,P09038,P00533
2686,P09038,Q16620
2687,P09038,P08581
2688,P09038,P01138
2689,P56524,Q9NXA8
2690,P56524,Q16665
2691,P56524,P03372
2692,P56524,O15379
2693,P00450,P01023
2694,P00450,Q16595
2695,P00450,O00244
2696,P00450,P02768
2697,P00450,P22830
2698,P10827,P42338
2699,P10827,P13631
2700,P10827,P10826
2701,P10827,O00329
2702,P10827,P10828
2703,P10827,P19793
2704,P10827,P28702
2705,P10827,P27986
2706,P10827,P48443
2707,Q9UQ05,Q9H3M0
2708,Q9UBK8,Q9Y4U1
2709,Q9UBK8,Q96EY8
2710,Q9UBK8,P34896
2711,Q9UBK8,P42898
2712,Q9UBK8,Q99707
2713,Q9UBK8,Q8IVH4
2714,P03952,P01008
2715,P03952,P01023
2716,P03952,P00747
2717,P03952,P05154
2718,P27708,Q9UGI5
2719,P27708,P17174
2720,P27708,Q8N142
2721,P27708,Q7L266
2722,P27708,P15104
2723,P27708,P30520
2724,P27708,Q5T6L4
2725,P05362,P20701
2726,P05362,P08887
2727,P05362,P20333
2728,P05362,P05231
2729,P05362,Q04206
2730,P05362,P14778
2731,P05362,P21453
2732,P05362,P16581
2733,P05362,P08174
2734,P05362,P42081
2735,P05362,P06729
2736,P05362,P19320
2737,P05362,P01375
2738,P05362,P16410
2739,O95263,P55263
2740,O95263,O60658
2741,P31040,P21912
2742,P31040,Q9P2R7
2743,P31040,P99999
2744,P31040,P53597
2745,P31040,P00403
2746,P31040,Q8TD30
2747,P31040,Q96I99
2748,P31040,P24298
2749,P31040,O14521
2750,P31040,P13073
2751,P31040,P20674
2752,P31040,Q15274
2753,P31040,Q99643
2754,P31040,Q16595
2755,P31040,P00395
2756,Q10588,P22413
2757,Q10588,P40261
2758,Q10588,Q9NXA8
2759,Q10588,P00491
2760,P17342,P16860
2761,Q9UJU2,Q13547
2762,Q9UJU2,P17302
2763,Q9UJU2,P05412
2764,Q9UJU2,P35222
2765,Q9UJU2,P08069
2766,Q9UJU2,P01106
2767,P01133,P09769
2768,P01133,P08069
2769,P01133,P08174
2770,P01133,P05771
2771,P01133,P06239
2772,P01133,P06213
2773,P01133,P23458
2774,P01133,P25101
2775,P01133,P04629
2776,P01133,Q8NBP7
2777,P01133,P12931
2778,P01133,P17948
2779,P01133,P04626
2780,P01133,P31749
2781,P01133,P11362
2782,P01133,P13726
2783,P01133,P10721
2784,P01133,P17252
2785,P01133,P04271
2786,P01133,P00533
2787,P01133,P02751
2788,P01133,Q15303
2789,P01133,P35222
2790,P01133,P42345
2791,P01133,P21802
2792,P01133,P06241
2793,P01133,P07900
2794,P01133,P02768
2795,P01133,P67775
2796,P01133,Q02763
2797,P01133,Q03405
2798,P01133,P27986
2799,P01133,P07947
2800,P01133,Q16620
2801,P01133,P01100
2802,P01133,P08631
2803,P01133,P08581
2804,P01133,P42338
2805,P01133,P15692
2806,P01133,P63000
2807,P01133,P07948
2808,P01133,P18031
2809,O43252,Q13555
2810,O43252,O60674
2811,O14786,P04629
2812,O14786,P17948
2813,O14786,P49765
2814,O14786,P49841
2815,O14786,P49763
2816,O14786,P41250
2817,O14786,P02751
2818,O14786,P15692
2819,O14786,P37173
2820,O14786,P53667
2821,O14786,P00519
2822,O14786,P06241
2823,P06746,Q96FI4
2824,P06746,P12004
2825,P06746,Q969S2
2826,P06746,P09874
2827,P06746,P39748
2828,P06746,P49916
2829,P06746,P04637
2830,P06746,Q07864
2831,P30044,P00441
2832,P30044,Q16881
2833,Q14181,Q9NR33
2834,Q14181,P12004
2835,Q14181,Q9NRF9
2836,Q14181,P09884
2837,Q14181,P04818
2838,Q14181,P23921
2839,Q14181,P24941
2840,Q14181,Q07864
2841,Q14181,P39748
2842,P41145,P01189
2843,P51788,O14764
2844,P51788,P14867
2845,Q96RQ3,Q9HCC0
2846,Q96RQ3,P05166
2847,Q96RQ3,P50747
2848,Q96RQ3,P30084
2849,P50416,Q07869
2850,P50416,P06858
2851,P50416,P49327
2852,P50416,Q04206
2853,P50416,P05412
2854,P50416,O43772
2855,P50416,O95573
2856,P50416,P33121
2857,P50416,P23786
2858,P50416,O60488
2859,P50416,O00763
2860,P50416,P19793
2861,Q00534,P24941
2862,Q00534,P61024
2863,Q00534,P49841
2864,Q00534,P06400
2865,Q00534,P12931
2866,Q00534,P07900
2867,Q00534,P10275
2868,Q00534,P05412
2869,Q00534,P38936
2870,Q00534,O60674
2871,Q00534,P04637
2872,Q00534,P00519
2873,Q00534,P35222
2874,Q00534,P07948
2875,Q00534,P12004
2876,Q00534,Q13547
2877,Q00534,Q13882
2878,P24752,P05165
2879,P24752,P14324
2880,P24752,Q9P2R7
2881,P24752,Q9NUB1
2882,P24752,Q13085
2883,P24752,P53597
2884,P24752,Q9BYC2
2885,P24752,Q16836
2886,P24752,P04035
2887,P24752,Q96I99
2888,P24752,P45954
2889,P24752,P30084
2890,P24752,O00763
2891,Q14534,P14324
2892,Q14534,O95749
2893,Q14534,P04035
2894,Q14534,Q99720
2895,P48547,O95259
2896,P48547,Q14722
2897,P48547,Q13303
2898,P14735,P21549
2899,P14735,P43155
2900,P14735,P08473
2901,P14735,P05067
2902,P14735,Q9P0Z9
2903,P14735,P16860
2904,P14735,Q9UKG9
2905,P14735,Q9BTZ2
2906,P14735,P35228
2907,Q13936,P54289
2908,Q13936,Q00975
2909,Q13936,P07550
2910,Q13936,Q8IZS8
2911,Q13936,O95180
2912,Q13936,Q9NY47
2913,Q13936,Q13698
2914,Q13936,P17252
2915,Q13936,O60840
2916,Q13936,Q7Z3S7
2917,Q13936,P21817
2918,Q13936,P54284
2919,Q13936,Q08289
2920,Q13936,Q02641
2921,Q13936,Q8WXS5
2922,Q13936,O00555
2923,Q13936,P0DP23
2924,Q13936,O00305
2925,Q13936,Q9UK17
2926,Q13936,Q92736
2927,Q13936,Q01668
2928,Q13936,P29475
2929,Q13936,P62955
2930,Q13936,Q12791
2931,Q13936,P04156
2932,Q13956,P35913
2933,Q13956,Q8TDN2
2934,Q13956,P51160
2935,P24941,Q13547
2936,P24941,Q9NRF9
2937,P24941,P12004
2938,P24941,Q13315
2939,P24941,Q9NR33
2940,P24941,P09884
2941,P24941,P04818
2942,P24941,P07900
2943,P24941,P38936
2944,P24941,P04637
2945,P24941,P00519
2946,P24941,O14746
2947,P24941,P06401
2948,P24941,P06400
2949,P24941,Q13258
2950,P24941,Q07864
2951,P24941,P01106
2952,P24941,P61024
2953,P26010,P13612
2954,P26010,P19320
2955,P26010,P05106
2956,P26010,P35222
2957,P26010,P20701
2958,P26010,P12931
2959,P26010,P16410
2960,P26010,P02751
2961,P06400,P38936
2962,Q9Y600,P17174
2963,Q9Y600,Q9UGI5
2964,P06400,P10275
2965,P06400,P07900
2966,P06400,P05412
2967,P06400,Q07869
2968,P06400,P29590
2969,P06400,Q92769
2970,P06400,P00519
2971,P06400,Q13547
2972,P06400,P04637
2973,P06400,P12004
2974,P06400,P67775
2975,P06400,P02818
2976,P06400,Q13258
2977,P06400,P09884
2978,P06400,P01106
2979,P06400,O15379
2980,P06400,P26358
2981,P06400,P42574
2982,P06400,O14746
2983,P06400,P37231
2984,P06400,P31749
2985,P30872,P61278
2986,Q8WYK2,P01100
2987,Q8WYK2,P06401
2988,Q8WYK2,P05412
2989,P08069,O00329
2990,P08069,P02751
2991,P08069,P17936
2992,P08069,P03372
2993,P08069,P11717
2994,P08069,P12931
2995,P08069,P23458
2996,P08069,P06213
2997,P08069,P42338
2998,P08069,P15692
2999,P08069,P05106
3000,P08069,P18031
3001,P08069,Q05655
3002,P08069,P07900
3003,P08069,P42345
3004,P08069,P27986
3005,P08069,O60674
3006,P08069,P61073
3007,P08069,P00533
3008,P08069,P35222
3009,P05108,P08686
3010,P05108,P22888
3011,P05108,P26439
3012,P05108,P14060
3013,P05108,P05093
3014,P05108,P35610
3015,P29590,P05412
3016,P29590,P42345
3017,P29590,Q92769
3018,P29590,P04637
3019,P29590,Q13547
3020,P29590,P62942
3021,P29590,Q13164
3022,P29590,P37173
3023,P29590,P31749
3024,P29590,P01106
3025,P29590,O15379
3026,H3BUU9,P35222
3027,H3BUU9,P02461
3028,O14732,P29218
3029,O14732,Q9NPH2
3030,P04637,Q14457
3031,P04637,P08183
3032,P04637,Q15759
3033,P04637,P42574
3034,P04637,P35354
3035,P04637,P49841
3036,P04637,P04271
3037,P04637,P03372
3038,P04637,O14746
3039,P04637,P18847
3040,P04637,P11473
3041,P04637,P10415
3042,P04637,P12931
3043,P04637,P06401
3044,P04637,P31749
3045,P04637,O14920
3046,P04637,P29034
3047,P04637,P37231
3048,P04637,Q9Y6Y9
3049,P04637,P29466
3050,P04637,P26358
3051,P04637,P17936
3052,P04637,O15392
3053,P04637,P04626
3054,P04637,Q92731
3055,P04637,O60760
3056,P04637,P11142
3057,P04637,P09874
3058,P04637,Q9BY41
3059,P04637,P27487
3060,P04637,P45984
3061,P04637,P51812
3062,P04637,P01106
3063,P04637,P23297
3064,P04637,Q16665
3065,P04637,P54619
3066,P04637,P11021
3067,P04637,P08758
3068,P04637,Q13547
3069,P04637,P57059
3070,P04637,P15559
3071,P04637,O15111
3072,P04637,Q9UGI9
3073,P04637,P54646
3074,P04637,Q13315
3075,P04637,P01100
3076,P04637,P15692
3077,P04637,P09429
3078,P04637,P53779
3079,P04637,Q9UGJ0
3080,P04637,P26447
3081,P04637,P12004
3082,P04637,P78527
3083,P04637,P67775
3084,P04637,Q13131
3085,P04637,P07355
3086,P04637,P08238
3087,P04637,Q05655
3088,P04637,P05412
3089,P04637,P07900
3090,P04637,P38936
3091,P04637,Q9UM07
3092,P04637,P10275
3093,P04637,Q05513
3094,P04637,P45983
3095,P04637,P99999
3096,P04637,P11388
3097,P04637,P00533
3098,P04637,P11387
3099,P04637,Q9UBN7
3100,P04637,Q92769
3101,P04637,P42345
3102,P04637,Q04206
3103,P04637,P00519
3104,P04637,P35222
3105,P04626,P02768
3106,P04637,P16220
3107,P04626,P14625
3108,P04626,P45983
3109,P04626,P27986
3110,P04626,P11511
3111,P04626,P52333
3112,P04626,Q15303
3113,P04626,P35222
3114,P04626,P07900
3115,P04626,P08887
3116,P04626,P00533
3117,P04626,O60674
3118,P04626,P42338
3119,P04626,P15692
3120,P04626,Q13882
3121,P04626,P07947
3122,P04626,P08238
3123,P04626,P04155
3124,P04626,P05231
3125,P04626,Q02750
3126,P04626,P01106
3127,P04626,Q14457
3128,P04626,O00329
3129,P04626,P03372
3130,P04626,P23458
3131,P04626,P12931
3132,P04626,P07550
3133,P04626,P06401
3134,P17181,P52333
3135,P17181,P29597
3136,P17181,P48551
3137,P17181,P23458
3138,P17181,P18031
3139,P17181,O60674
3140,P17181,P05231
3141,P00441,P11021
3142,P00441,P63000
3143,P00441,Q96LZ3
3144,P00441,O00244
3145,P00441,P10415
3146,P00441,P31749
3147,P00441,Q14457
3148,P00441,P11142
3149,P00441,P08758
3150,Q01959,Q05940
3151,Q01959,P05771
3152,Q01959,P17252
3153,Q01959,P21918
3154,Q01959,P21728
3155,Q01959,P21397
3156,Q01959,P07101
3157,Q01959,P14416
3158,Q01959,P21964
3159,Q8WXS5,P62955
3160,Q8WXS5,Q02641
3161,Q8WXS5,O95180
3162,Q8WXS5,Q12879
3163,Q8WXS5,Q13224
3164,Q8WXS5,P54289
3165,Q8WXS5,Q7Z3S7
3166,Q8WXS5,P42262
3167,Q8WXS5,P42261
3168,Q8WXS5,O60840
3169,Q8WXS5,Q01668
3170,Q8WXS5,Q13555
3171,Q8WXS5,Q00975
3172,Q8WXS5,P54284
3173,Q8WXS5,P42263
3174,Q8WXS5,Q9Y698
3175,Q8WXS5,Q13698
3176,Q8WXS5,O00305
3177,P12318,P12931
3178,P12318,P02776
3179,P12318,P08631
3180,P12318,P07947
3181,P12318,P63000
3182,P12318,P07948
3183,P12318,P09769
3184,P12318,P31994
3185,P12318,P06241
3186,O95259,Q9NZV8
3187,O95259,Q14722
3188,O95259,O43526
3189,O95259,Q13303
3190,O95259,O43525
3191,O95259,Q09470
3192,O95259,P16389
3193,O95259,P22459
3194,O95259,P22001
3195,O95259,Q14721
3196,O95259,Q9UK17
3197,P00797,P02768
3198,P00797,P50052
3199,P00797,P05231
3200,P00797,P08235
3201,P00797,P01189
3202,P00797,P19099
3203,P00797,P11473
3204,P00797,P12821
3205,P00797,Q9BYF1
3206,P00797,P30556
3207,P0DP23,P78352
3208,P0DP23,P03372
3209,P0DP23,P54750
3210,P0DP23,Q9H2S1
3211,P0DP23,Q00975
3212,P0DP23,P21817
3213,P0DP23,P35499
3214,P0DP23,Q14123
3215,P0DP23,P35228
3216,P0DP23,Q15878
3217,P0DP23,Q13698
3218,P0DP23,Q05586
3219,P0DP23,Q14524
3220,P0DP23,O43526
3221,P0DP23,O00555
3222,P0DP23,P08238
3223,P0DP23,P29474
3224,P0DP23,P14625
3225,P0DP23,P07900
3226,P0DP23,P29475
3227,P0DP23,Q92736
3228,P0DP23,Q99250
3229,P49190,Q03431
3230,P38606,P21283
3231,P02794,P02786
3232,P02794,P02792
3233,P02794,P10176
3234,P12104,P51161
3235,P18405,P11511
3236,P18405,P52895
3237,P18405,P14060
3238,P18405,O14756
3239,P18405,P42330
3240,P18405,P05093
3241,P18405,P26439
3242,P18405,P19099
3243,P18405,P31213
3244,P18405,Q04828
3245,P18405,P15538
3246,Q16445,P31644
3247,P18405,P08686
3248,Q16445,P34903
3249,Q16445,P14867
3250,Q16445,P47870
3251,Q16445,O14764
3252,Q16445,P18507
3253,Q16445,P47869
3254,P47870,P47869
3255,P47870,P28472
3256,P47870,P18507
3257,P47870,P18505
3258,P47870,P14867
3259,Q16558,Q12791
3260,Q16558,Q9H2S1
3261,Q16558,Q9UGI6
3262,Q16558,Q9NPA1
3263,Q16558,P00395
3264,Q16558,Q9Y691
3265,Q16558,Q92952
3266,P22033,Q96I99
3267,P22033,P05166
3268,P22033,Q9Y4U1
3269,P22033,P11498
3270,P22033,Q9P2R7
3271,P22033,Q96EY8
3272,P22033,P05165
3273,P22033,Q99707
3274,P22033,P53597
3275,P22033,Q8IVH4
3276,P22033,Q99643
3277,P00533,P03372
3278,P00533,Q8TDU6
3279,P00533,Q99527
3280,P00533,P02751
3281,P00533,P17252
3282,P00533,Q14457
3283,P00533,O00329
3284,P00533,P12931
3285,P00533,P23458
3286,P00533,P25101
3287,P00533,P06401
3288,P00533,P04155
3289,P00533,P06239
3290,P00533,P40261
3291,P00533,P17936
3292,P00533,P05231
3293,P00533,Q16665
3294,P00533,P05771
3295,P00533,P08700
3296,P00533,P11142
3297,P00533,O00206
3298,P00533,P07949
3299,P00533,P09769
3300,P00533,P01106
3301,P00533,Q13315
3302,P00533,P15692
3303,P00533,P07948
3304,P00533,P63000
3305,P00533,P26447
3306,P00533,P49069
3307,P00533,P11021
3308,P00533,P01100
3309,P00533,Q13882
3310,P00533,P18031
3311,P00533,P08631
3312,P00533,P00403
3313,P00533,P42338
3314,P00533,P08581
3315,P00533,P07947
3316,P00533,P51692
3317,P00533,P01138
3318,P00533,Q16620
3319,P00533,P08238
3320,P00533,Q71U36
3321,P00533,Q14289
3322,P00533,P67775
3323,P00533,P78527
3324,P00533,P07355
3325,P00533,P00749
3326,P00533,P27986
3327,P00533,Q03405
3328,P00533,P06241
3329,P00533,Q15303
3330,P00533,P52333
3331,P00533,P10275
3332,P00533,P61073
3333,P00533,P07900
3334,P00533,P42345
3335,P00533,P35222
3336,P00533,P05067
3337,P00533,P00519
3338,P00533,O60674
3339,P00533,Q9UBN7
3340,P28335,P61073
3341,P28335,P11229
3342,P28335,P34995
3343,P28335,P35368
3344,P28335,P28223
3345,P28335,P00734
3346,P28335,P07550
3347,P28335,P21462
3348,P28335,P50052
3349,P28335,P41231
3350,Q15825,P43681
3351,Q15825,O60674
3352,Q15825,Q05901
3353,P06850,P61278
3354,P06850,P01100
3355,P06850,P01189
3356,P06850,P01303
3357,Q99720,P16389
3358,Q99720,P22459
3359,Q99720,P11021
3360,Q99720,Q9H252
3361,Q99720,Q14643
3362,Q99720,P14416
3363,Q99720,Q14573
3364,Q16620,P01138
3365,Q16620,P63000
3366,Q16620,Q13224
3367,Q16620,P00519
3368,Q16620,P35222
3369,Q16620,P12931
3370,Q16620,P04629
3371,Q16620,P21554
3372,Q16620,P78352
3373,Q16620,Q9UQQ2
3374,Q13315,O14746
3375,Q13315,Q07864
3376,Q13315,Q13258
3377,Q13315,P78527
3378,Q13315,P09874
3379,Q13315,P39748
3380,Q13315,Q9NRF9
3381,Q13315,P12004
3382,Q13315,Q9NR33
3383,Q13315,Q13547
3384,Q13315,P00519
3385,Q13315,P11387
3386,Q13315,P07900
3387,Q01362,P47712
3388,Q01362,Q06187
3389,Q01362,P01100
3390,Q01362,P06241
3391,Q01362,P12319
3392,Q01362,Q08881
3393,Q01362,P05412
3394,Q01362,P31994
3395,Q01362,P07948
3396,Q01362,P27986
3397,O60939,P35499
3398,O60939,Q14524
3399,O60939,Q9UQD0
3400,O60939,Q9NY72
3401,O60939,Q15858
3402,O60939,Q9Y5Y9
3403,O60939,Q8IWT1
3404,O60939,Q99250
3405,O60939,Q9NY46
3406,O60939,P35498
3407,O60939,Q07699
3408,Q9UPY5,Q14457
3409,O95298,P09669
3410,O95298,P15954
3411,O95298,P13073
3412,O95298,Q99643
3413,O95298,P20674
3414,O95298,P21912
3415,Q8IVH4,Q96EY8
3416,Q8IVH4,Q9Y4U1
3417,Q8IVH4,P05166
3418,Q8WWG9,Q9Y6H6
3419,Q8WWG9,P15382
3420,Q8WWG9,Q9UJ90
3421,Q8WWG9,Q9Y6J6
3422,Q8WWG9,P22001
3423,Q9NS75,Q16873
3424,Q9NS75,Q9Y271
3425,Q13370,P55263
3426,Q13370,P31749
3427,Q13370,Q14432
3428,P33402,O76074
3429,P33402,P29475
3430,P33402,O76083
3431,P33402,P54750
3432,P33402,Q14123
3433,P33402,O00408
3434,P17948,P49765
3435,P17948,P49763
3436,P17948,P42338
3437,P17948,P35222
3438,P17948,P15692
3439,P17948,P05230
3440,P17948,P27986
3441,P17948,P12931
3442,P17302,P07437
3443,P17302,P17252
3444,P17302,Q13164
3445,P17302,Q14524
3446,P17302,Q71U36
3447,P17302,Q05655
3448,P17302,P12931
3449,P17302,P68371
3450,P17302,Q13509
3451,P17302,P35222
3452,O00469,P08123
3453,O95749,P14324
3454,O95749,P04035
3455,Q9NY46,Q8IWT1
3456,Q9NY46,Q9NY72
3457,Q9NY46,P35499
3458,Q9NY46,Q99250
3459,Q9NY46,Q07699
3460,Q9NY46,Q15858
3461,Q969S2,P49916
3462,Q969S2,Q96FI4
3463,Q9Y6Y9,O15111
3464,Q9Y6Y9,O00206
3465,Q9Y6Y9,O14920
3466,P05067,Q13224
3467,Q9Y6Y9,P09429
3468,P05067,P11021
3469,P05067,P53779
3470,P05067,Q05586
3471,P05067,P01130
3472,P05067,P36544
3473,P05067,P06241
3474,P05067,P45983
3475,P05067,P04156
3476,P05067,P22303
3477,P05067,P07900
3478,P05067,P35222
3479,P05067,P03951
3480,P05067,Q04206
3481,P05067,P10636
3482,P05067,P42574
3483,P05067,P49841
3484,P05067,P78352
3485,P05067,P01023
3486,P05067,Q00653
3487,P05067,P04629
3488,P05067,P11142
3489,P05067,P27797
3490,P05067,P45984
3491,P05067,P62942
3492,P00918,P35222
3493,P15121,P00374
3494,P15121,P07101
3495,P15121,O60218
3496,P15121,P00439
3497,Q6V0L0,P05177
3498,P15121,P42330
3499,Q6V0L0,P08684
3500,Q6V0L0,P47895
3501,Q6V0L0,P00352
3502,Q6V0L0,Q06278
3503,Q9HCR9,P55263
3504,P07333,P49763
3505,P07333,P05106
3506,P07333,P18031
3507,P07333,P02747
3508,P07333,O14788
3509,P07333,P15692
3510,P07333,P27986
3511,P07333,P02745
3512,P07333,P12931
3513,P07333,P02746
3514,P07333,P08700
3515,P55263,Q9Y233
3516,P55263,P00338
3517,P55263,P22413
3518,P07333,P08637
3519,P55263,P54750
3520,P55263,O00408
3521,P55263,Q14123
3522,P55263,P15559
3523,P55263,Q08493
3524,P55263,Q13946
3525,P55263,Q9NP56
3526,P55263,Q07343
3527,P55263,P00813
3528,P55263,Q8N142
3529,P55263,P00491
3530,P55263,P49902
3531,P55263,Q08499
3532,P55263,P27815
3533,P55263,P30520
3534,P55263,Q14432
3535,P55263,O60658
3536,Q12791,Q01668
3537,Q12791,Q9Y691
3538,Q12791,Q92952
3539,Q12791,Q9H2S1
3540,Q12791,Q9NPA1
3541,Q12791,Q13698
3542,Q12791,Q9UGI6
3543,Q02221,Q99643
3544,Q02221,P24311
3545,Q02221,O43772
3546,Q02221,P13073
3547,Q02221,O14521
3548,Q02221,P20674
3549,Q02221,P00414
3550,Q02221,P00403
3551,Q02221,P09669
3552,Q02221,P10176
3553,Q02221,P24310
3554,Q02221,P15954
3555,Q02221,P00395
3556,P61278,P30874
3557,P61278,P16220
3558,P61278,P01303
3559,P61278,P01189
3560,P61278,P14416
3561,P61278,P35346
3562,P61278,P32745
3563,P30531,O14764
3564,P30531,Q9UGI5
3565,P37231,P06858
3566,P37231,P05412
3567,P37231,P35222
3568,P37231,Q04206
3569,P37231,P42345
3570,P37231,Q86YN6
3571,P37231,Q13547
3572,P37231,P48443
3573,P37231,P01100
3574,P37231,P49327
3575,P37231,P26358
3576,P37231,P17936
3577,P37231,Q02750
3578,P37231,O15379
3579,P37231,O95644
3580,P37231,P35354
3581,P37231,P28702
3582,P37231,P19793
3583,P37231,P31749
3584,P37231,P01375
3585,Q9UGJ0,P42345
3586,Q9UGJ0,Q9UGI9
3587,Q9UGJ0,P54646
3588,Q9UGJ0,Q13131
3589,Q9UGJ0,P04035
3590,Q9UGJ0,P11142
3591,Q9UGJ0,P48357
3592,Q9UGJ0,Q13085
3593,Q9UGJ0,O00763
3594,Q9UGJ0,P54619
3595,Q9UGJ0,Q14457
3596,Q9UGJ0,P10636
3597,P04035,Q13131
3598,P04035,P19793
3599,P04035,P54646
3600,P04035,Q9UGI9
3601,P04035,P01130
3602,P04035,P54619
3603,P04035,P14324
3604,P04035,Q07869
3605,P04035,P49327
3606,P10721,P51692
3607,P10721,P15692
3608,P10721,P07948
3609,P10721,P42338
3610,P10721,Q5XXA6
3611,P10721,P27986
3612,P10721,O60674
3613,P10721,P45983
3614,P10721,P11274
3615,P10721,P15509
3616,P10721,P07900
3617,P10721,P17252
