,G1,G2
8947,PCLAF,UBE2C
8948,PCLAF,PRC1
8949,PCLAF,BIRC5
8950,PCLAF,TOP2A
8951,PCLAF,POLD1
8952,PCLAF,PCNA
8953,PCLAF,RFC1
8954,PCLAF,POLE
8955,SCNN1G,SCNN1A
8956,SCNN1G,SGK1
8957,SCNN1G,NEDD4L
8958,SCNN1G,TSC22D3
8959,SCNN1G,SCNN1B
8960,SCNN1G,WNK1
8961,SCNN1G,WNK3
8962,PLK1,TP73
8963,PLK1,CENPF
8964,PLK1,PPP1CB
8965,PLK1,HSP90AA1
8966,PLK1,PPP1R12B
8967,PLK1,SMC1A
8968,PLK1,CDC25C
8969,PLK1,RAB8A
8970,PLK1,RAD51
8971,PLK1,BRCA1
8972,PLK1,TOP2A
8973,PLK1,PBK
8974,PLK1,TP53BP1
8975,PLK1,TPT1
8976,PLK1,KIF2A
8977,PLK1,CHEK2
8978,PLK1,FOXM1
8979,PLK1,CKS1B
8980,PLK1,OPTN
8981,PLK1,KIF2C
8982,PLK1,PTTG1
8983,PLK1,EPHB2
8984,PLK1,BRCA2
8985,PLK1,BIRC5
8986,PLK1,UBE2C
8987,CACNG2,CAMK2D
8988,PLK1,PRC1
8989,CACNG2,CACNA1A
8990,CACNG2,DLG1
8991,CACNG2,GRIA1
8992,CACNG2,CAMK2A
8993,CACNG2,GRIA3
8994,CACNG2,CAMK2B
8995,CACNG2,GRIN2B
8996,CACNG2,DLG4
8997,CACNG2,CAMK2G
8998,CACNG2,CACNB4
8999,CACNG2,GRIN2A
9000,STAT6,IL13
9001,STAT6,CCL11
9002,STAT6,IL13RA1
9003,STAT6,HLA-DRA
9004,STAT6,IRF4
9005,STAT6,PTPN2
9006,STAT6,OPRM1
9007,STAT6,SOCS1
9008,STAT6,IL12RB1
9009,STAT6,PTPN6
9010,STAT6,TBK1
9011,STAT6,TYK2
9012,STAT6,HLA-DRB1
9013,STAT6,CISH
9014,STAT6,IL2RG
9015,STAT6,ETS1
9016,STAT6,JAK2
9017,STAT6,NCOA1
9018,STAT6,IL12A
9019,STAT6,GATA3
9020,STAT6,IL4R
9021,PDIA3,CALR
9022,PDIA3,B2M
9023,PDIA3,TAP1
9024,PDIA3,STIM1
9025,PDIA3,HLA-A
9026,PDIA3,TAPBP
9027,PDIA3,TAP2
9028,PDIA3,HSPA5
9029,RUNX1,SMAD4
9030,RUNX1,RUNX1T1
9031,RUNX1,PRKCB
9032,RUNX1,HDAC2
9033,RUNX1,OCLN
9034,RUNX1,ABL1
9035,RUNX1,IL2RA
9036,RUNX1,NR4A3
9037,RUNX1,ETS1
9038,RUNX1,GP1BA
9039,RUNX1,CLDN5
9040,RUNX1,MYB
9041,RUNX1,CTLA4
9042,RUNX1,ITCH
9043,RUNX1,RUNX3
9044,RUNX1,RSPO3
9045,RUNX1,YAP1
9046,RUNX1,HIPK2
9047,RUNX1,FOXP3
9048,RUNX1,SOCS3
9049,SNRPD1,HNRNPK
9050,RUNX1,HDAC1
9051,SNRPD1,PPIL1
9052,SNRPD1,SMN2
9053,SNRPD1,SF3B1
9054,SNRPD1,SRSF2
9055,SNRPD1,RNF113A
9056,SNRPD1,RBM8A
9057,SNRPD1,YBX1
9058,SNRPD1,ZRSR2
9059,SNRPD1,SMN1
9060,CRK,MET
9061,CRK,EPHA3
9062,CRK,NTF3
9063,CRK,PTPN1
9064,CRK,ITGB3
9065,CRK,RAC1
9066,CRK,BCAR1
9067,CRK,PTPN11
9068,CRK,VEGFC
9069,CRK,NTRK3
9070,CRK,GFRA1
9071,CRK,PRKCA
9072,CRK,RET
9073,CRK,NTF4
9074,CRK,SORBS1
9075,CRK,NTRK1
9076,CRK,BDNF
9077,CRK,IRS1
9078,CRK,PTK2B
9079,CRK,PRKCD
9080,CRK,NGF
9081,CRK,MAP3K1
9082,CRK,LAT
9083,CRK,ARHGAP32
9084,CRK,SRC
9085,CRK,IGF1
9086,CRK,RHOA
9087,CRK,IRS2
9088,CRK,FGFR1
9089,CRK,MAPK8
9090,CRK,PTK2
9091,CRK,MAP2K4
9092,CRK,GRAP2
9093,CRK,ANGPT1
9094,CRK,PIK3R1
9095,CRK,GRB2
9096,CRK,FYN
9097,CRK,PDGFB
9098,CRK,HRES1
9099,CRK,PRKCB
9100,CRK,GDNF
9101,CRK,ABL1
9102,NOD2,ATG16L1
9103,NOD2,MAP2K6
9104,NOD2,IKBKG
9105,NOD2,TNFAIP3
9106,NOD2,ITCH
9107,NOD2,XIAP
9108,NOD2,IKBKB
9109,NOD2,CYLD
9110,NOD2,CASP1
9111,NOD2,MAP2K3
9112,NOD2,IRGM
9113,NOD2,MAP2K4
9114,NOD2,CARD9
9115,NOD2,NLRP1
9116,NOD2,TLR4
9117,NOD2,MAP2K7
9118,MED1,HMGCS2
9119,NOD2,BIRC2
9120,MED1,PPARA
9121,MED1,LPL
9122,MED1,ADIPOQ
9123,MED1,NCOA2
9124,MED1,ABCA1
9125,MED1,NCOA3
9126,MED1,CTNNB1
9127,MED1,MED12
9128,MED1,ESR2
9129,MED1,CYP1A1
9130,MED1,PCK1
9131,MED1,NPAS2
9132,MED1,MED14
9133,MED1,PPARGC1B
9134,MED1,NCOA1
9135,MED1,FHL2
9136,MED1,PITX2
9137,MED1,NCOA6
9138,MED1,ANGPTL4
9139,MED1,LEP
9140,MED1,RXRB
9141,MED1,ESR1
9142,MED1,TXNRD1
9143,MED1,APOA5
9144,MED1,TRRAP
9145,MED1,HDAC1
9146,MED1,VDR
9147,MED1,ANKRD1
9148,MED1,NRIP1
9149,MED1,MED16
9150,MED1,AGT
9151,RRM1,AK4
9152,RRM1,TOP2A
9153,MED1,CD36
9154,RRM1,TYMS
9155,RRM1,TXN
9156,RRM1,PCNA
9157,RRM1,NME7
9158,RRM1,AK1
9159,RRM1,POLE
9160,RRM1,AK3
9161,RRM1,CHEK2
9162,RRM1,AK2
9163,RAB8A,ADRA2B
9164,RAB8A,C9orf72
9165,RAB8A,MYO1C
9166,RAB8A,OPTN
9167,RAB8A,ADRB2
9168,RAB8A,AHI1
9169,RAB8A,TFRC
9170,RAB8A,SLC2A4
9171,WNT10B,WNT8A
9172,KMT2D,ARID1A
9173,KMT2D,NCOA6
9174,KMT2D,KMT2A
9175,KMT2D,ESR1
9176,KMT2D,CTNNB1
9177,KMT2D,KDM6A
9178,KMT2D,PAGR1
9179,KMT2D,SUZ12
9180,KMT2D,GP1BA
9181,KMT2D,EZH2
9182,KMT2D,MEN1
9183,CYP2A6,EPHX1
9184,CYP2A6,HSD17B1
9185,CYP2A6,CYP2D6
9186,CYP2A6,AKR1C1
9187,CYP2A6,CYP3A4
9188,CYP2A6,TYMP
9189,CYP2A6,DPYD
9190,CYP2A6,CYP2B6
9191,CYP2A6,CYP19A1
9192,CYP2A6,AKR1C2
9193,CYP2A6,ADH1B
9194,CYP2A6,SULT1A1
9195,CYP2A6,HSD11B1
9196,CYP2A6,CYP1A1
9197,CYP2A6,CYP1A2
9198,AXL,PROS1
9199,AXL,GRB2
9200,AXL,SRC
9201,AXL,GAS6
9202,KLK1,IGFBP3
9203,KLK1,SERPINA4
9204,KLK1,IGF1
9205,KLK1,IGF2
9206,ANGPTL4,MED14
9207,ANGPTL4,CARM1
9208,ANGPTL4,NCOA1
9209,ANGPTL4,NCOA2
9210,ANGPTL4,MED12
9211,ANGPTL4,NCOA3
9212,ANGPTL4,ITGB1
9213,ANGPTL4,MED16
9214,ANGPTL4,LPL
9215,ANGPTL4,PPARA
9216,ANGPTL4,NCOA6
9217,IGFBP6,IGF2
9218,IGFBP6,IGF1
9219,BIRC5,MKI67
9220,BIRC5,PRC1
9221,BIRC5,UBE2C
9222,BIRC5,XIAP
9223,BIRC5,PTTG1
9224,BIRC5,HIF1A
9225,BIRC5,CUL7
9226,BIRC5,FOXM1
9227,BIRC5,KIF2C
9228,BIRC5,AURKC
9229,BIRC5,ITGB1
9230,BIRC5,CASP9
9231,BIRC5,MYC
9232,BIRC5,ZEB1
9233,BIRC5,BCL6
9234,BIRC5,FOXO3
9235,BIRC5,FOS
9236,BIRC5,NEK2
9237,BIRC5,CENPF
9238,BIRC5,FOXO1
9239,BIRC5,PBK
9240,BIRC5,TOP2A
9241,BIRC5,PIM1
9242,BIRC5,SOX2
9243,SOS 1,LDLR
9244,SOS 1,FZD2
9245,SOS 1,WNT8A
9246,LTBP3,TGFB2
9247,PNOC,OPRL1
9248,ANTXR1,ANTXR2
9249,PRL,PRLR
9250,PRL,STAT5A
9251,PRL,TRH
9252,PRL,LEP
9253,PRL,JAK2
9254,PRL,INS
9255,PRL,ERBB4
9256,PRL,POMC
9257,CCL11,CXCL12
9258,CCL11,PRKAR1A
9259,CCL11,PPARA
9260,CCL11,GNAS
9261,CCL11,DNM1
9262,CCL11,GRK2
9263,CCL11,CCR3
9264,CCL11,CXCR3
9265,CCL11,CHRM1
9266,CCL11,CCL4
9267,CCL11,AGT
9268,CCL11,EZR
9269,CCL11,ADRB2
9270,CCL11,GNAI2
9271,CCL11,PLCB1
9272,CCL11,MAP2K1
9273,CCL11,SRC
9274,CCL11,F2
9275,CCL11,CXCR4
9276,CCL11,HRAS
9277,CCL11,AGTR2
9278,CCL11,EDN1
9279,CCL11,CXCL10
9280,LDHAL6B,ME2
9281,LDHAL6B,G6PD
9282,LDHAL6B,GPI
9283,MAP2K1,F2
9284,MAP2K1,PRKCD
9285,MAP2K1,RAC1
9286,MAP2K1,CDK5R1
9287,MAP2K1,YWHAZ
9288,MAP2K1,PTPN11
9289,MAP2K1,DNM1
9290,MAP2K1,NRAS
9291,MAP2K1,HRAS
9292,MAP2K1,IL6R
9293,MAP2K1,IL2RA
9294,MAP2K1,MAP2K4
9295,MAP2K1,PIK3R1
9296,MAP2K1,CDK5
9297,MAP2K1,PIK3CG
9298,MAP2K1,TYK2
9299,MAP2K1,GRB2
9300,MAP2K1,NRG1
9301,MAP2K1,SRC
9302,MAP2K1,IL6ST
9303,MAP2K1,MAP3K1
9304,MAP2K1,AGT
9305,MAP2K1,DCC
9306,MAP2K1,ARRB2
9307,MAP2K1,PLA2G4A
9308,MAP2K1,EDN1
9309,MAP2K1,IL6
9310,MAP2K1,FOXM1
9311,MAP2K1,KSR2
9312,MAP2K1,CCL4
9313,MAP2K1,GLI2
9314,MAP2K1,PAK2
9315,MAP2K1,CXCL12
9316,MAP2K1,IL2RG
9317,BCL2L1,NLRP1
9318,BCL2L1,PRKACA
9319,BCL2L1,BCL2L11
9320,BCL2L1,CASP8
9321,BCL2L1,CASP9
9322,BCL2L1,BMF
9323,BCL2L1,BAK1
9324,BCL2L1,AVEN
9325,BCL2L1,BCL2
9326,BCL2L1,AKT1
9327,BCL2L1,XIAP
9328,BCL2L1,BECN1
9329,BCL2L1,CASP3
9330,BCL2L1,PRKAR1A
9331,BCL2L1,STAT5A
9332,BCL2L1,HRAS
9333,BCL2L1,CDKN2A
9334,BCL2L1,RAD9A
9335,BCL2L1,MAPK8
9336,BCL2L1,APAF1
9337,BCL2L1,CLU
9338,BCL2L1,BID
9339,BCL2L1,PINK1
9340,BCL2L1,BNIP3
9341,BCL2L1,TPT1
9342,BCL2L1,MCL1
9343,CLEC7A,SYK
9344,BCL2L1,PMAIP1
9345,BCL2L1,YWHAZ
9346,BCL2L1,PTPN11
9347,CLEC7A,SRC
9348,CLEC7A,PLCG2
9349,CLEC7A,CARD9
9350,CLEC7A,TLR4
9351,LRG1,ENG
9352,AXIN2,CSNK1E
9353,AXIN2,APC2
9354,AXIN2,GSK3B
9355,AXIN2,CTNNB1
9356,AXIN2,TCF7L2
9357,AXIN2,USP34
9358,IGF1,INS
9359,IGF1,GRB10
9360,IGF1,INSR
9361,IGF1,IGFBP3
9362,IGF1,PDGFA
9363,IGF1,IRS1
9364,IGF1,NTRK1
9365,IGF1,IGF2R
9366,IGF1,SRC
9367,IGF1,FN1
9368,IGF1,ESR1
9369,IGF1,GHRL
9370,IGF1,CTNNA1
9371,IGF1,PAPPA
9372,IGF1,PDGFB
9373,IGF1,KLK3
9374,IGF1,CTNNB1
9375,IGF1,HRAS
9376,IGF1,CTNND1
9377,IGF1,MMP1
9378,IGF1,IRS2
9379,IGF1,GRB2
9380,IGF1,PIK3R1
9381,IGF1,F2
9382,IGF1,PRKCD
9383,IGF1,BDNF
9384,IGF1,BCAR1
9385,IGF1,PTPN1
9386,IGF1,ITGB3
9387,IGF1,PTPN11
9388,IGF1,TAC1
9389,PTGER4,GNAS
9390,HSPA4,IKBKG
9391,HSPA4,MBP
9392,HSPA4,FOXP3
9393,HSPA4,HSP90AA1
9394,HSPA4,AR
9395,HSPA4,TRAF6
9396,HSPA4,APAF1
9397,HSPA4,PRKN
9398,HSPA4,BAG3
9399,HSPA4,PTGES3
9400,HSPA4,MAPT
9401,HSPA4,OLR1
9402,HSPA4,UBQLN2
9403,HSPA4,ESR1
9404,HSPA4,BAG1
9405,HSPA4,PGR
9406,HSPA4,HSPA12A
9407,HSPA4,CD40
9408,HSPA4,HSPA8
9409,HSPA4,SNCA
9410,HSPA4,TLR4
9411,HSPA4,HSPD1
9412,HSPA4,HIF1A
9413,HDAC3,PRKACA
9414,HDAC3,RARG
9415,HDAC3,EZH2
9416,HDAC3,ABCA1
9417,HDAC3,MYC
9418,HDAC3,NR2C1
9419,HDAC3,KDM1A
9420,HDAC3,MEF2C
9421,HDAC3,TNF
9422,HDAC3,ARNTL
9423,HDAC3,RARB
9424,HDAC3,RELA
9425,HDAC3,H2AC20
9426,HDAC3,E2F2
9427,HDAC3,NPAS2
9428,HDAC3,RXRB
9429,HDAC3,CLOCK
9430,HDAC3,MAX
9431,HDAC3,JUN
9432,HDAC3,NRIP1
9433,HDAC3,SLC2A4
9434,ZRSR2,SF3B1
9435,HDAC3,DAXX
9436,HDAC3,HDAC1
9437,HDAC3,E2F1
9438,ZRSR2,YBX1
9439,ZRSR2,SNRNP35
9440,TMED10,TMED9
9441,TMED10,TMED7
9442,TMED10,PSEN1
9443,TMED10,SCFD1
9444,UGT1A6,FOS
9445,UGT1A6,CYP2D6
9446,UGT1A6,CYP3A4
9447,UGT1A6,CYP2B6
9448,UGT1A6,JUN
9449,UGT1A6,SLC35A2
9450,UGT1A6,CREB1
9451,UGT1A6,CYP1A1
9452,UGT1A6,CYP1A2
9453,UGT1A6,NFE2L2
9454,PCSK9,VLDLR
9455,PCSK9,LDLR
9456,ACHE,GHRL
9457,ACHE,CHAT
9458,IL12A,CCL5
9459,IL12A,NOS2
9460,IL12A,CXCL8
9461,IL12A,IL10
9462,IL12A,CCL20
9463,IL12A,IL6
9464,IL12A,CXCL2
9465,IL12A,STAT1
9466,IL12A,CCL4
9467,IL12A,STAT4
9468,IL12A,NFKB2
9469,IL12A,IL12RB1
9470,IL12A,CCL3
9471,IL12A,TYK2
9472,IL12A,CXCL1
9473,IL12A,CXCL10
9474,IL12A,SOCS1
9475,IL12A,STAT5A
9476,IL12A,JAK2
9477,IL12A,IL13
9478,TACR3,TAC3
9479,TACR3,GART
9480,TACR3,TAC1
9481,BCR,PTEN
9482,BCR,SYK
9483,BCR,STAT5A
9484,BCR,PTPN6
9485,BCR,RAC1
9486,BCR,PTPRC
9487,BCR,BTK
9488,BCR,BCL6
9489,BCR,RHOA
9490,BCR,PIK3R1
9491,BCR,GRB2
9492,BCR,JAK2
9493,BCR,ABL1
9494,BCR,PLCG2
9495,TACR1,TAC1
9496,BCR,MTOR
9497,TACR1,UBQLN2
9498,TACR1,TAC3
9499,TACR1,GART
9500,SCN1A,KCNQ2
9501,LRP8,APOA4
9502,LRP8,RELN
9503,LRP8,ABL1
9504,LRP8,MAP2K7
9505,LRP8,GRIN2A
9506,LRP8,ITGB1
9507,LRP8,HSPG2
9508,LRP8,FYN
9509,LRP8,MAPK8
9510,LRP8,SDC4
9511,LRP8,SELENOP
9512,LRP8,VLDLR
9513,LRP8,APOC2
9514,LRP8,GRIN2B
9515,LRP8,DLG4
9516,INSR,SORBS1
9517,INSR,SOCS1
9518,INSR,PPP2R5C
9519,INSR,PTPN11
9520,INSR,PTPN1
9521,INSR,HRAS
9522,INSR,PTPN2
9523,INSR,PIK3R1
9524,INSR,IRS2
9525,INSR,GRB2
9526,INSR,PDPK1
9527,INSR,IRS1
9528,INSR,SGK1
9529,INSR,INSRR
9530,INSR,SOCS3
9531,INSR,AKT1
9532,INSR,PTPRA
9533,INSR,IGF2
9534,INSR,AKT2
9535,INSR,GRB10
9536,INSR,INS
9537,INSR,CAV1
9538,CTLA4,ITGAL
9539,CTLA4,CD8A
9540,CTLA4,GRAP2
9541,CTLA4,FYN
9542,CTLA4,GRB2
9543,CTLA4,CD40
9544,CTLA4,ITGA8
9545,CTLA4,ITGB1
9546,CTLA4,FLNA
9547,CTLA4,ITGB2
9548,CTLA4,ITGA4
9549,CTLA4,PTPN11
9550,CTLA4,CD28
9551,CTLA4,CD86
9552,CTLA4,ITGAX
9553,CTLA4,ITGAM
9554,CTLA4,ITGB3
9555,CTLA4,CD274
9556,CTLA4,ITK
9557,CTLA4,FOXP3
9558,CTLA4,CD2
9559,ABCC8,PRKACA
9560,ABCC8,KCNJ11
9561,ABCC8,RAPGEF3
9562,PITX2,TFAP2A
9563,PITX2,HDAC1
9564,PITX2,TRRAP
9565,PITX2,CTNNB1
9566,HINT1,TRIM29
9567,HINT1,OPRM1
9568,CD14,IRAK1
9569,CD14,MYD88
9570,CD14,TRAF6
9571,CD14,TLR4
9572,CD14,ITGB1
9573,CD14,ITGA4
9574,CD14,HSPD1
9575,CD14,BIRC2
9576,CD14,PLCG2
9577,CD14,PTPN11
9578,CD14,DNM1
9579,CD14,BGN
9580,CD14,ITGAM
9581,COL3A1,FBN1
9582,COL3A1,ITGB3
9583,COL3A1,BMP1
9584,COL3A1,CASP8
9585,COL3A1,ITGB1
9586,COL3A1,COL5A1
9587,FASN,SREBF1
9588,FASN,NRIP1
9589,FASN,RXRB
9590,FASN,ACACA
9591,FASN,SP1
9592,FASN,ACSL6
9593,CTNNA1,FGFR1
9594,CTNNA1,DLG1
9595,CTNNA1,KIF5B
9596,CTNNA1,SRC
9597,CTNNA1,CDH5
9598,CTNNA1,CTNNA2
9599,CTNNA1,NF2
9600,CTNNA1,GFRA1
9601,CTNNA1,IGF2
9602,CTNNA1,EPHA2
9603,CTNNA1,RHOA
9604,CTNNA1,PAK2
9605,CTNNA1,BDNF
9606,CTNNA1,CDC42
9607,CTNNA1,PTPRJ
9608,CTNNA1,EFNA1
9609,CTNNA1,MET
9610,CTNNA1,RET
9611,CTNNA1,PTPN11
9612,CTNNA1,MAP2K6
9613,CTNNA1,PTPN1
9614,CTNNA1,RAC1
9615,CTNNA1,GDNF
9616,CTNNA1,CTNND1
9617,CTNNA1,APC2
9618,CTNNA1,VEGFA
9619,CTNNA1,ABL1
9620,CTNNA1,CTNNB1
9621,CTNNA1,FYN
9622,CTNNA1,PIK3R1
9623,IRS1,AKT1
9624,IRS1,IKBKB
9625,IRS1,PTPN6
9626,IRS1,PRKCD
9627,IRS1,NTRK1
9628,IRS1,SORBS1
9629,IRS1,SRC
9630,IRS1,ESR1
9631,IRS1,SOCS1
9632,IRS1,ITGB3
9633,IRS1,GH1
9634,IRS1,PTPN1
9635,IRS1,FN1
9636,IRS1,NTRK3
9637,IRS1,RET
9638,IRS1,GFRA1
9639,IRS1,BCAR1
9640,IRS1,BECN1
9641,IRS1,GHR
9642,IRS1,PIK3CD
9643,IRS1,GRK2
9644,IRS1,NRAS
9645,IRS1,GRB10
9646,IRS1,IL4R
9647,IRS1,PTPN11
9648,IRS1,CUL7
9649,IRS1,YWHAZ
9650,IRS1,CTNNB1
9651,IRS1,SOCS3
9652,IRS1,HRAS
9653,IRS1,RAD51
9654,IRS1,MTOR
9655,IRS1,RPS6KB2
9656,IRS1,JAK2
9657,IRS1,IL2RG
9658,IRS1,MAPK8
9659,IRS1,RPTOR
9660,IRS1,PIK3R1
9661,IRS1,GDNF
9662,IRS1,IL2RA
9663,IRS1,PIK3CG
9664,IRS1,INS
9665,IRS1,IRS2
9666,IRS1,CAV1
9667,IRS1,GRB2
9668,IRS1,FYN
9669,IL13,TNF
9670,IL13,GATA3
9671,IL13,ALOX15
9672,IL13,MAOA
9673,IL13,CD36
9674,IL13,CXCL8
9675,IL13,IL6
9676,IL13,ITGB2
9677,IL13,IL4R
9678,IL13,ALOX5
9679,IL13,ANXA1
9680,IL13,ITGAX
9681,IL13,HSPA8
9682,IL13,IL13RA1
9683,IL13,ITGB1
9684,IL13,IL10
9685,IL13,IL17A
9686,IL13,ITGAM
9687,IL13,FN1
9688,NLGN2,NRXN1
9689,NLGN2,DLG4
9690,NLGN2,MDGA1
9691,NLGN2,NRXN3
9692,PRKCB,PDPK1
9693,PRKCB,GRIA1
9694,PRKCB,STXBP3
9695,PRKCB,ADAM12
9696,PRKCB,SRC
9697,PRKCB,IKBKB
9698,PRKCB,CARD11
9699,PRKCB,GRIA3
9700,PRKCB,STAT5A
9701,PRKCB,MARCKS
9702,PRKCB,SPHK1
9703,PRKCB,NCF2
9704,PRKCB,NFE2L2
9705,PRKCB,LMNA
9706,PRKCB,PLCG2
9707,PRKCB,IL2RG
9708,PRKCB,TBXA2R
9709,PRKCB,PTK2B
9710,PRKCB,GNAS
9711,PRKCB,BCAR1
9712,PRKCB,IKBKG
9713,PRKCB,PICK1
9714,PRKCB,RELA
9715,PRKCB,NRG3
9716,PRKCB,NOS1
9717,PRKCB,ERBB4
9718,PRKCB,HRAS
9719,PRKCB,MAPK8
9720,ADRB2,GRB2
9721,ADRB2,CHRM1
9722,ADRB2,CXCL12
9723,ADRB2,CCR3
9724,ADRB2,PDE4A
9725,ADRB2,GNAS
9726,ADRB2,CCL4
9727,ADRB2,PDE4D
9728,ADRB2,AKAP12
9729,ADRB2,CXCR4
9730,ADRB2,GRK2
9731,ADRB2,EDN1
9732,ADRB2,CAV3
9733,ADRB2,UBQLN2
9734,ADRB2,ARRB2
9735,ADRB2,PRKAR1A
9736,ADRB2,GRK6
9737,ADRB2,DLG4
9738,ADRB2,EZR
9739,ADRB2,GNAI2
9740,ADRB2,AGT
9741,ADRB2,AGTR2
9742,ADRB2,TPM3
9743,ADRB2,SRC
9744,ADRB2,F2
9745,B3GNT2,MUC1
9746,B3GNT2,MUC4
9747,B3GNT2,ACAN
9748,B3GNT2,MUC5AC
9749,CPLX1,STXBP1
9750,CPLX1,SYN2
9751,HOMER2,GRM5
9752,HOMER2,GRM1
9753,CXCL10,MAP2K6
9754,CXCL10,CXCR3
9755,HOMER2,CDC42
9756,CXCL10,CXCL2
9757,CXCL10,CCL20
9758,HOMER2,HOMER1
9759,CXCL10,IL10
9760,CXCL10,CCL3
9761,CXCL10,CXCL1
9762,CXCL10,CCL8
9763,CXCL10,DNM1
9764,CXCL10,SDC4
9765,CXCL10,TNF
9766,CXCL10,GNAI2
9767,CXCL10,CXCL9
9768,CXCL10,CXCL11
9769,CXCL10,CCL4
9770,CXCL10,MAP2K3
9771,CXCL10,CCR3
9772,CXCL10,STAT1
9773,CXCL10,IL6
9774,CXCL10,CXCL8
9775,CXCL10,TLR4
9776,CXCL10,CCL5
9777,BMP1,COL2A1
9778,BMP1,COL11A1
9779,BMP1,COL5A1
9780,BMP1,HSPG2
9781,BMP1,COL11A2
9782,BMP1,LOXL2
9783,BMP1,COL7A1
9784,ALCAM,CD9
9785,GRM5,GRM1
9786,GRM5,ESR1
9787,GRM5,HOMER1
9788,GRM5,GRIN2B
9789,GRM5,CASR
9790,GRM5,CAMK2A
9791,GRM5,AQP4
9792,GRM5,DLG4
9793,GRM5,DLGAP1
9794,GRM5,CHRM1
9795,IL7R,TSLP
9796,IL7R,JAK2
9797,IL7R,IL2RG
9798,IL7R,CRLF2
9799,IL7R,STAT5A
9800,FOS,ILK
9801,FOS,FGFR3
9802,FOS,NCOA1
9803,FOS,AREG
9804,FOS,POR
9805,FOS,CREB1
9806,FOS,TCF7L2
9807,FOS,FGFR2
9808,FOS,RELA
9809,FOS,ARC
9810,FOS,PIM1
9811,FOS,CTNNB1
9812,FOS,JUN
9813,FOS,NCOA3
9814,FOS,STAT1
9815,FOS,ETS2
9816,FOS,PTK2
9817,FOS,MAPK8
9818,FOS,SOX2
9819,FOS,EPGN
9820,FOS,BTK
9821,FOS,LPAR1
9822,FOS,FOXO3
9823,FOS,TNFSF11
9824,FOS,FOXP3
9825,FOS,BCL6
9826,FOS,FOXO1
9827,FOS,SYK
9828,FOS,DDIT3
9829,FOS,LMNA
9830,FOS,TSC22D3
9831,FOS,MYC
9832,FOS,BTC
9833,FOS,NFE2L2
9834,FOS,SMAD4
9835,FOS,HIF1A
9836,FOS,SP1
9837,FOS,ZEB1
9838,FOS,ESR2
9839,FOS,IL6
9840,FOS,ETS1
9841,FOS,TNF
9842,FOS,CCL4
9843,FOS,RUNX2
9844,FOS,TGFB2
9845,FOS,NFATC2
9846,FOS,ATF3
9847,FOS,CREB5
9848,FOS,SRC
9849,FOS,BAG1
9850,FOS,STAT5A
9851,FOS,TNFRSF11A
9852,FOS,IFNB1
9853,FOS,ESR1
9854,CHRM1,JUN
9855,CHRM1,CCR3
9856,CHRM1,CXCL12
9857,CHRM1,PAK2
9858,CHRM1,EDN1
9859,CHRM1,SP1
9860,CHRM1,LAMA2
9861,CHRM1,CCL4
9862,CHRM1,ITGB1
9863,CHRM1,GNAS
9864,CHRM1,PTK2
9865,CHRM1,CXCR4
9866,CHRM1,GRK2
9867,CHRM1,DMD
9868,CHRM1,LAMA1
9869,CHRM1,AGT
9870,CHRM1,F2
9871,CHRM1,SRC
9872,CHRM1,AGTR2
9873,CHRM1,ARHGEF7
9874,CXCL8,EHMT1
9875,CXCL8,CCL20
9876,CXCL8,IL10
9877,CXCL8,ARRB2
9878,CXCL8,PTGS2
9879,CXCL8,CCL3
9880,CXCL8,GRK2
9881,CXCL8,DNM1
9882,CXCL8,ACKR1
9883,CXCL8,ATF4
9884,CXCL8,LPAR1
9885,CXCL8,UBE2C
9886,CXCL8,TNF
9887,CXCL8,GNAI2
9888,CXCL8,CCL4
9889,CXCL8,KHSRP
9890,CXCL8,JUN
9891,CXCL8,CXCR2
9892,CXCL8,CCL5
9893,CXCL8,EXOSC6
9894,CXCL8,RELA
9895,CXCL8,IL6
9896,CXCL8,CXCR4
9897,MRPL13,RPL31
9898,MRPL13,SOD2
9899,MRPL13,RPL23A
9900,MRPL13,MRPL19
9901,MRPL13,RPS15
9902,MRPL13,MRPL9
9903,MRPL13,DAP3
9904,MRPL13,MRPS22
9905,MRPL13,OXA1L
9906,MRPL13,MRPS30
9907,OGG1,PARP1
9908,OGG1,MUTYH
9909,ISG20,HLA-A
9910,ISG20,IRF6
9911,ISG20,ADAR
9912,ISG20,STAT1
9913,ISG20,IRF4
9914,ISG20,IRF5
9915,ISG20,HLA-C
9916,ISG20,IRF7
9917,ISG20,HLA-B
9918,ISG20,IFI27
9919,ISG20,HLA-E
9920,ISG20,IFIT1
9921,ISG20,XAF1
9922,ADH1B,COMT
9923,ADH1B,CYP2S1
9924,ADH1B,SULT1A1
9925,ADH1B,MAOA
9926,ANKK1,DRD2
9927,PPM1D,CHEK2
9928,PPM1D,RUNX2
9929,AVEN,CASP9
9930,GABARAP,MAP1LC3A
9931,GABARAP,GABRA5
9932,GABARAP,CALR
9933,GABARAP,UVRAG
9934,GABARAP,TFRC
9935,GABARAP,OPTN
9936,GABARAP,BECN1
9937,GABARAP,ATG16L1
9938,GABARAP,GABRA1
9939,GABARAP,GABRG2
9940,GABARAP,BNIP3
9941,GABARAP,SQSTM1
9942,CXCL11,CCR3
9943,CXCL11,MAP2K3
9944,CXCL11,MAP2K6
9945,CXCL11,CXCL9
9946,CXCL11,GNAI2
9947,CXCL11,CXCR4
